district_id,district,school_id,school,grade,scheduled_start,actual_start,mode_1,mode_2,mode_3,mode_4,mode_5,mode_6,mode_7,mode_8,mode_9,mode_10,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,survey_date
710,Paulding County,188,McGarity Elementary School,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,192,South Paulding Middle School,06-08 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,194,Floyd L. Shelton Elementary School at Crossroad,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,197,Sam D. Panter Elementary School,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,198,Nebo Elementary School,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,199,C. A. Roberts Elementary School,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,201,Lena Mae Moses Middle School,06-08 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,204,Roland W. Russom Elementary,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,210,Sara M. Ragsdale Elementary,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,213,P. B. Ritch Middle School,06-08 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,292,East Paulding High School,09-12 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,294,Northside Elementary School,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,297,J. A. Dobbins Middle School,06-08 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,299,Allgood Elementary School,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,304,Connie Dugan Elementary School,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,310,Hal Hutchens Elementary,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,394,East Paulding Middle School,06-08 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,404,Irma C. Austin Middle School,06-08 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,410,Carl Scoggins Sr. Middle school,06-08 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,1050,Dallas Elementary School,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,2052,New Georgia Elementary School,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,2352,Herschel Jones Middle School,06-08 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,2552,Paulding County High School,09-12 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,4052,Union Elementary School,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
710,Paulding County,5050,Hiram Elementary School,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 7:46
711,Peach County,110,Kay Road Elementary,PK-05 ,8/3/2020,8/27/2020,Hybrid,Virtual,Virtual,Virtual,Hybrid,In-person,In-person,In-person,In-person,In-person,1,,,,9,,,,,,6/29/2021 2:44
711,Peach County,191,Fort Valley Middle School,06-08 ,8/3/2020,8/27/2020,Hybrid,Virtual,Virtual,Virtual,Hybrid,In-person,In-person,In-person,In-person,In-person,1,,,,9,,,,,,6/29/2021 2:44
711,Peach County,197,Byron Middle School,06-08 ,8/3/2020,8/27/2020,Hybrid,Virtual,Virtual,Virtual,Hybrid,In-person,In-person,In-person,In-person,In-person,1,,,,9,,,,,,6/29/2021 2:44
711,Peach County,210,Hunt Elementary School,PK-05 ,8/3/2020,8/27/2020,Hybrid,Virtual,Virtual,Virtual,Hybrid,In-person,In-person,In-person,In-person,In-person,1,,,,9,,,,,,6/29/2021 2:44
711,Peach County,1050,Byron Elementary School,PK-05 ,8/3/2020,8/27/2020,Hybrid,Virtual,Virtual,Virtual,Hybrid,In-person,In-person,In-person,In-person,In-person,1,,,,9,,,,,,6/29/2021 2:44
711,Peach County,2052,Peach County High School,09-12 ,8/3/2020,8/27/2020,Hybrid,Virtual,Virtual,Virtual,Hybrid,In-person,In-person,In-person,In-person,In-person,1,,,,9,,,,,,6/29/2021 2:44
712,Pickens County,103,Hill City Elementary School,PK-04 ,8/3/2020,8/17/2020,In-person,In-person,Hybrid,Hybrid,In-person,Hybrid,In-person,In-person,In-person,In-person,,,5,5,,5,,,,,7/6/2021 6:56
712,Pickens County,106,Harmony Elementary School,PK-04 ,8/3/2020,8/17/2020,In-person,In-person,Hybrid,Hybrid,In-person,Hybrid,In-person,In-person,In-person,In-person,,,5,5,,5,,,,,7/6/2021 6:56
712,Pickens County,189,Pickens County Junior High School,07-08 ,8/3/2020,8/17/2020,In-person,In-person,Hybrid,Hybrid,In-person,Hybrid,In-person,In-person,In-person,In-person,,,5,5,,5,,,,,7/6/2021 6:56
712,Pickens County,198,Pickens County High School,09-12 ,8/3/2020,8/17/2020,In-person,In-person,Hybrid,Hybrid,In-person,Hybrid,In-person,In-person,In-person,In-person,,,5,5,,5,,,,,7/6/2021 6:56
712,Pickens County,203,Jasper Middle School,05-06 ,8/3/2020,8/17/2020,In-person,In-person,Hybrid,Hybrid,In-person,Hybrid,In-person,In-person,In-person,In-person,,,5,5,,5,,,,,7/6/2021 6:56
712,Pickens County,303,Tate Elementary School,PK-04 ,8/3/2020,8/17/2020,In-person,In-person,Hybrid,Hybrid,In-person,Hybrid,In-person,In-person,In-person,In-person,,,5,5,,5,,,,,7/6/2021 6:56
713,Pierce County,112,Midway Elementary School,PK-05 ,8/10/2020,8/10/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,11/16/2021 12:00
713,Pierce County,182,Pierce County High School,09-12 ,8/10/2020,8/10/2020,In-person,In-person,Hybrid,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,7,,,,,,,,11/16/2021 12:00
713,Pierce County,197,Pierce County Middle School,06-08 ,8/10/2020,8/10/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,11/16/2021 12:00
713,Pierce County,297,Blackshear Elementary School,PK-05 ,8/10/2020,8/10/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,11/16/2021 12:00
713,Pierce County,4050,Patterson Elementary School,PK-05 ,8/10/2020,8/10/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,11/16/2021 12:00
714,Pike County,101,Pike County Elementary School,03-05 ,8/11/2020,8/11/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,6/29/2021 11:49
714,Pike County,188,Pike County Primary School,PK-02 ,8/11/2020,8/11/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,6/29/2021 11:49
714,Pike County,194,Pike County High School,09-12 ,8/11/2020,8/11/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,6/29/2021 11:49
714,Pike County,195,Pike County Middle School,06-08 ,8/11/2020,8/11/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,6/29/2021 11:49
714,Pike County,296,Zebulon High School,09-12 ,8/11/2020,8/11/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,6/29/2021 11:49
715,Polk County,102,Rockmart High School,09-12 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,Hybrid,In-person,In-person,In-person,In-person,In-person,,,,,4,,,,,,6/28/2021 10:02
715,Polk County,103,Cedartown Middle School,06-08 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,Hybrid,In-person,In-person,In-person,In-person,In-person,,,,,4,,,,,,6/28/2021 10:02
715,Polk County,104,Rockmart Middle School,06-08 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,Hybrid,In-person,In-person,In-person,In-person,In-person,,,,,4,,,,,,6/28/2021 10:02
715,Polk County,174,Westside Elementary School,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,Hybrid,In-person,In-person,In-person,In-person,In-person,,,,,4,,,,,,6/28/2021 10:02
715,Polk County,183,Cherokee Elementary School,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,Hybrid,In-person,In-person,In-person,In-person,In-person,,,,,4,,,,,,6/28/2021 10:02
715,Polk County,188,Northside Elementary,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,Hybrid,In-person,In-person,In-person,In-person,In-person,,,,,4,,,,,,6/28/2021 10:02
715,Polk County,207,Harpst Academy,PK-12 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,Hybrid,In-person,In-person,In-person,In-person,In-person,,,,,4,,,,,,6/28/2021 10:02
715,Polk County,210,Van Wert Elementary School,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,Hybrid,In-person,In-person,In-person,In-person,In-person,,,,,4,,,,,,6/28/2021 10:02
715,Polk County,274,Eastside Elementary School,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,Hybrid,In-person,In-person,In-person,In-person,In-person,,,,,4,,,,,,6/28/2021 10:02
715,Polk County,310,Youngs Grove Elementary School,PK-05 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,Hybrid,In-person,In-person,In-person,In-person,In-person,,,,,4,,,,,,6/28/2021 10:02
715,Polk County,5050,Cedartown High School,09-12 ,8/3/2020,8/3/2020,In-person,In-person,In-person,In-person,Hybrid,In-person,In-person,In-person,In-person,In-person,,,,,4,,,,,,6/28/2021 10:02
716,Pulaski County,195,Pulaski County Middle School,06-08 ,8/5/2020,8/24/2020,Virtual,Virtual,Hybrid,Hybrid,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,2,1,,,3,2,,,9/13/2021 9:39
716,Pulaski County,2050,Hawkinsville High School,09-12 ,8/5/2020,8/24/2020,Virtual,Virtual,Hybrid,Hybrid,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,2,1,,,3,2,,,9/13/2021 9:39
716,Pulaski County,3050,Pulaski County Elementary School,PK-05 ,8/5/2020,8/24/2020,Virtual,Virtual,Hybrid,Hybrid,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,2,1,,,3,2,,,9/13/2021 9:39
717,Putnam County,111,Putnam County Middle School,06-08 ,7/31/2020,8/31/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,8/30/2021 10:21
717,Putnam County,112,Putnam County Primary School,PK-02 ,7/31/2020,8/31/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,8/30/2021 10:21
717,Putnam County,113,Putnam County Elementary School,03-05 ,7/31/2020,8/31/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,8/30/2021 10:21
717,Putnam County,114,Putnam County High School,09-12 ,7/31/2020,8/31/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,8/30/2021 10:21
718,Quitman County,110,Quitman County High School,09-12 ,8/3/2020,8/3/2020,Virtual,Virtual,Hybrid,Hybrid,Hybrid,Virtual,Virtual,Hybrid,Hybrid,Hybrid,,,7,3,3,,,5,4,3,6/29/2021 7:21
718,Quitman County,199,Quitman County Elementary,PK-08 ,8/3/2020,8/3/2020,Virtual,Virtual,Hybrid,Hybrid,Hybrid,Virtual,Virtual,Hybrid,Hybrid,Hybrid,,,7,3,3,,,5,4,3,6/29/2021 7:21
719,Rabun County,100,Rabun County Middle School,07-08 ,8/12/2020,8/19/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,6/25/2021 12:55
719,Rabun County,105,Rabun County Elementary School,03-06 ,8/12/2020,8/19/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,6/25/2021 12:55
719,Rabun County,114,Rabun County Primary School,PK-02 ,8/12/2020,8/19/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,6/25/2021 12:55
719,Rabun County,177,Rabun County High School,09-12 ,8/12/2020,8/19/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,6/25/2021 12:55
720,Randolph County,101,Randolph Clay Middle School,06-08 ,8/3/2020,8/10/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,6/30/2021 10:58
720,Randolph County,201,Randolph Clay High School,09-12 ,8/3/2020,8/10/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,6/30/2021 10:58
720,Randolph County,2050,Randolph County Elementary School,PK-05 ,8/3/2020,8/10/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,6/30/2021 10:58
721,Richmond County,100,Cross Creek High School,09-12 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,102,Hephzibah Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,103,Freedom Park Elementary,PK-08 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,104,Wilkinson Gardens Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,105,Deer Chase Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,107,Lighthouse Care Center of Augusta,KK-12 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,114,Pine Hill Middle School,06-08 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,115,W.S. Hornsby Middle School,06-08 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,116,Lamar - Milledge Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,177,Meadowbrook Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,189,Jamestown Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,194,Goshen Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,197,Glenn Hills Middle School,06-08 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,201,Sue Reynolds Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,205,Diamond Lakes Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,213,Richmond County Technical Career Magnet School,06-12 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,290,Willis Foreman Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,294,Tobacco Road Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,297,McBean Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,300,Lake Forest Hills Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,301,Jenkins-White Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,390,Spirit Creek Middle School,06-08 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,391,Alternative Education Center at Morgan,06-12 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,392,Performance Learning Center,09-12 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,393,W.S. Hornsby Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,394,Belair K-8 School,PK-08 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,397,Richmond Hill K-8,PK-08 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,1052,Butler High School,09-12 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,1054,Garrett Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,1058,Langford Middle School,06-08 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,1064,Walker Traditional Elementary School,KK-08 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,1156,Hephzibah Middle School,06-08 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,2050,Barton Chapel Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,2052,Copeland Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,2054,Glenn Hills Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,2056,Hephzibah High School,09-12 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,2058,Merry Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,2064,Warren Road Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,2574,Westside High School,09-12 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,3050,Bayvale Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,3054,Glenn Hills High School,09-12 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,3556,Johnson Magnet,06-12 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,3756,Josey High School,09-12 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,4050,Blythe Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,4054,Gracewood Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,4058,Monte Sano Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,4060,Academy of Richmond County High School,09-12 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,4064,Wheeless Road Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,4562,Davidson Magnet School,06-12 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,4762,Terrace Manor Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,5054,Dorothy Hains Elementary School,PK-05 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,5058,Murphey Middle School,06-08 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
721,Richmond County,5564,Tutt Middle School,06-08 ,8/5/2020,9/8/2020,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Hybrid,Hybrid,In-person,In-person,,,,,,,4,4,,,7/28/2021 2:54
